,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
141,frozenset(['COFFEE MUG PEARS  DESIGN']),frozenset(['COFFEE MUG APPLES DESIGN']),0.031685678073510776,0.06337135614702155,0.029150823827629912,0.9199999999999999,14.517599999999998,0.02714285943767359,11.70785804816222
134,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'LUNCH BOX WITH CUTLERY RETROSPOT'])",frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.034220532319391636,0.16983523447401774,0.030418250950570342,0.8888888888888888,5.233830845771144,0.02460639882028076,7.471482889733838
0,frozenset(['SWEETHEART CERAMIC TRINKET BOX']),frozenset(['STRAWBERRY CERAMIC TRINKET BOX']),0.032953105196451206,0.06463878326996197,0.029150823827629912,0.8846153846153846,13.68552036199095,0.027020775202764243,8.106463878326993
102,"frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS', 'SPACEBOY LUNCH BOX'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.030418250950570342,0.2623574144486692,0.026615969581749048,0.875,3.3351449275362315,0.018635515910306637,5.901140684410646
29,frozenset(['BLUE SPOTTY BOWL']),frozenset(['RED SPOTTY BOWL']),0.029150823827629912,0.03929024081115336,0.025348542458808618,0.8695652173913043,22.131837307152875,0.02420319957077753,7.365441487114489
24,frozenset(['RED RETROSPOT CHARLOTTE BAG']),frozenset(['WOODLAND CHARLOTTE BAG']),0.046894803548795945,0.16603295310519645,0.04055766793409379,0.8648648648648648,5.208995254796782,0.03277158521559915,6.171356147021543
135,"frozenset(['LUNCH BOX WITH CUTLERY RETROSPOT', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.035487959442332066,0.2623574144486692,0.030418250950570342,0.8571428571428571,3.2670807453416146,0.021107721667220865,5.163498098859313
85,frozenset(['CHARLOTTE BAG SUKI DESIGN']),frozenset(['WOODLAND CHARLOTTE BAG']),0.048162230671736375,0.16603295310519645,0.04055766793409379,0.8421052631578947,5.071916432302129,0.032561150547531725,5.281791297000421
22,frozenset(['SET/6 RED SPOTTY PAPER CUPS']),frozenset(['SET/6 RED SPOTTY PAPER PLATES']),0.05576679340937896,0.057034220532319393,0.046894803548795945,0.8409090909090908,14.743939393939392,0.04371418795510513,5.927213470939703
71,"frozenset(['WOODLAND CHARLOTTE BAG', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.05449936628643853,0.2623574144486692,0.045627376425855515,0.8372093023255813,3.1911021233569254,0.03132906359785453,4.531233025529602
13,"frozenset(['PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.044359949302915085,0.2623574144486692,0.036755386565272496,0.8285714285714285,3.1581780538302273,0.02511722496108565,4.3029150823827615
105,frozenset(['RED SPOTTY PLATE']),frozenset(['RED SPOTTY CUP']),0.036755386565272496,0.057034220532319393,0.030418250950570342,0.8275862068965517,14.510344827586206,0.02832193612745594,5.469201520912547
68,frozenset(['BLUE STRIPE CERAMIC DRAWER KNOB']),frozenset(['RED STRIPE CERAMIC DRAWER KNOB']),0.036755386565272496,0.049429657794676805,0.030418250950570342,0.8275862068965517,16.742705570291776,0.028601444770537863,5.513307984790874
21,frozenset(['SET/6 RED SPOTTY PAPER PLATES']),frozenset(['SET/6 RED SPOTTY PAPER CUPS']),0.057034220532319393,0.05576679340937896,0.046894803548795945,0.8222222222222222,14.743939393939392,0.04371418795510513,5.311311787072242
133,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.049429657794676805,0.2623574144486692,0.04055766793409379,0.8205128205128205,3.1274619100706054,0.027589430717999873,4.109722976643128
94,frozenset(['PINK  SPOTTY CUP']),frozenset(['RED SPOTTY CUP']),0.032953105196451206,0.057034220532319393,0.026615969581749048,0.8076923076923076,14.16153846153846,0.02473651491274993,4.903422053231936
130,frozenset(['RED SPOTTY BOWL']),frozenset(['RED SPOTTY CUP']),0.03929024081115336,0.057034220532319393,0.031685678073510776,0.8064516129032259,14.13978494623656,0.02944478981431952,4.871989860583017
93,frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.16983523447401774,0.2623574144486692,0.13688212927756654,0.8059701492537313,3.0720311486048018,0.09232459627867975,3.8016964024568587
82,frozenset(['BLUE  SPOTTY CUP']),frozenset(['RED SPOTTY CUP']),0.035487959442332066,0.057034220532319393,0.02788339670468948,0.7857142857142857,13.776190476190475,0.02585936859961351,4.400506970849175
127,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'PLASTERS IN TIN STRONGMAN'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.034220532319391636,0.11787072243346007,0.026615969581749048,0.7777777777777777,6.598566308243727,0.02258237071520479,3.969581749049428
33,"frozenset(['PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN STRONGMAN'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.04182509505703422,0.11787072243346007,0.031685678073510776,0.7575757575757577,6.427174975562074,0.026755723903290014,3.6387832699619787
138,frozenset(['RED RETROSPOT PLATE']),frozenset(['RED RETROSPOT CUP']),0.035487959442332066,0.049429657794676805,0.025348542458808618,0.7142857142857143,14.45054945054945,0.023594384767742775,3.3269961977186315
79,"frozenset(['PLASTERS IN TIN SPACEBOY', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.035487959442332066,0.2623574144486692,0.025348542458808618,0.7142857142857143,2.722567287784679,0.016038013175459137,2.581749049429658
17,frozenset(['PLASTERS IN TIN STRONGMAN']),frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.07097591888466413,0.11787072243346007,0.050697084917617236,0.7142857142857143,6.059907834101383,0.042331102083303214,3.08745247148289
56,"frozenset(['RED TOADSTOOL LED NIGHT LIGHT', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.03802281368821293,0.2623574144486692,0.026615969581749048,0.7,2.6681159420289853,0.016640402492446034,2.4588086185044356
109,frozenset(['SAVE THE PLANET COTTON TOTE BAG']),frozenset(['WOODLAND DESIGN  COTTON TOTE BAG']),0.060836501901140684,0.08871989860583017,0.04182509505703422,0.6875,7.7491071428571425,0.03642768677683162,2.9160963244613436
35,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'SAVE THE PLANET COTTON TOTE BAG'])",frozenset(['WOODLAND DESIGN  COTTON TOTE BAG']),0.03929024081115336,0.08871989860583017,0.026615969581749048,0.6774193548387096,7.635483870967741,0.023130143400784873,2.824968314321926
88,frozenset(['RED SPOT CERAMIC DRAWER KNOB']),frozenset(['WHITE SPOT RED CERAMIC DRAWER KNOB']),0.043092522179974654,0.051964512040557666,0.029150823827629912,0.676470588235294,13.01793400286944,0.02691154193995062,2.930291508238276
9,frozenset(['RED STRIPE CERAMIC DRAWER KNOB']),frozenset(['WHITE SPOT RED CERAMIC DRAWER KNOB']),0.049429657794676805,0.051964512040557666,0.032953105196451206,0.6666666666666667,12.82926829268293,0.03038451714881908,2.8441064638783278
5,frozenset(['CARD CIRCUS PARADE']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.03802281368821293,0.2623574144486692,0.025348542458808618,0.6666666666666666,2.541062801932367,0.015372975369505605,2.212927756653992
132,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'])",frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.060836501901140684,0.16983523447401774,0.04055766793409379,0.6666666666666666,3.925373134328358,0.03022548636913453,2.4904942965779466
98,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.045627376425855515,0.13561470215462612,0.030418250950570342,0.6666666666666666,4.915887850467289,0.024230507886480936,2.5931558935361214
15,frozenset(['SPACEBOY BIRTHDAY CARD']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.046894803548795945,0.2623574144486692,0.030418250950570342,0.6486486486486487,2.472385428907168,0.018115051540429958,2.099444281953788
46,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.046894803548795945,0.13561470215462612,0.030418250950570342,0.6486486486486487,4.783026016670877,0.024058626134700674,2.460173540021449
62,frozenset(['RED SPOT CERAMIC DRAWER KNOB']),frozenset(['RED STRIPE CERAMIC DRAWER KNOB']),0.043092522179974654,0.049429657794676805,0.02788339670468948,0.6470588235294118,13.090497737556563,0.025753348079823813,2.693282636248416
27,frozenset(['SAVE THE PLANET COTTON TOTE BAG']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.060836501901140684,0.2623574144486692,0.03929024081115336,0.6458333333333333,2.4616545893719803,0.023329333468268536,2.0827555356743455
30,frozenset(['RED SPOTTY BOWL']),frozenset(['BLUE SPOTTY BOWL']),0.03929024081115336,0.029150823827629912,0.025348542458808618,0.6451612903225806,22.131837307152875,0.02420319957077753,2.73602949648577
4,frozenset(['WOODLAND  STICKERS']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.045627376425855515,0.2623574144486692,0.029150823827629912,0.6388888888888888,2.4351851851851847,0.017180143320466294,2.042702544603685
37,"frozenset(['SAVE THE PLANET COTTON TOTE BAG', 'WOODLAND DESIGN  COTTON TOTE BAG'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.04182509505703422,0.2623574144486692,0.026615969581749048,0.6363636363636364,2.4255599472990776,0.015642845783515734,2.0285171102661597
8,frozenset(['WHITE SPOT RED CERAMIC DRAWER KNOB']),frozenset(['RED STRIPE CERAMIC DRAWER KNOB']),0.051964512040557666,0.049429657794676805,0.032953105196451206,0.6341463414634146,12.829268292682928,0.03038451714881908,2.5982256020278833
51,frozenset(['SKULL LUNCH BOX WITH CUTLERY']),frozenset(['LUNCH BOX WITH CUTLERY RETROSPOT']),0.044359949302915085,0.06463878326996197,0.02788339670468948,0.6285714285714286,9.72436974789916,0.02501602355583185,2.5182801988885637
32,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN STRONGMAN'])",frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.050697084917617236,0.13561470215462612,0.031685678073510776,0.6250000000000001,4.608644859813085,0.024810408002300326,2.3050274609209978
60,frozenset(['RED SPOT CERAMIC DRAWER KNOB']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.043092522179974654,0.2623574144486692,0.026615969581749048,0.6176470588235293,2.3542199488491042,0.015310326880538967,1.9292190699034801
69,frozenset(['RED STRIPE CERAMIC DRAWER KNOB']),frozenset(['BLUE STRIPE CERAMIC DRAWER KNOB']),0.049429657794676805,0.036755386565272496,0.030418250950570342,0.6153846153846154,16.74270557029178,0.028601444770537863,2.5044359949302915
111,frozenset(['ROUND CONTAINER SET OF 5 RETROSPOT']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.045627376425855515,0.2623574144486692,0.02788339670468948,0.6111111111111112,2.3293075684380034,0.015912716197525864,1.8967952199891365
57,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'])",frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.060836501901140684,0.13561470215462612,0.036755386565272496,0.6041666666666666,4.455023364485981,0.02850506247981996,2.1837102261356813
115,"frozenset(['PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.044359949302915085,0.11787072243346007,0.026615969581749048,0.6,5.090322580645162,0.021387230310302784,2.2053231939163496
137,frozenset(['RED STRIPE CERAMIC DRAWER KNOB']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.049429657794676805,0.2623574144486692,0.029150823827629912,0.5897435897435898,2.247863247863248,0.016182586611535994,1.798003802281369
103,frozenset(['PLASTERS IN TIN STRONGMAN']),frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.07097591888466413,0.13561470215462612,0.04182509505703422,0.5892857142857142,4.345293724966621,0.032199716957339586,2.104590290406127
61,frozenset(['RED  HARMONICA IN BOX']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.043092522179974654,0.2623574144486692,0.025348542458808618,0.588235294117647,2.242114236999147,0.014042899757598537,1.7914177077675173
75,frozenset(['PLASTERS IN TIN CIRCUS PARADE']),frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.11787072243346007,0.13561470215462612,0.06844106463878327,0.5806451612903226,4.281579740729575,0.052456061723218976,2.06122647947743
86,frozenset(['SPACEBOY LUNCH BOX']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.08745247148288973,0.2623574144486692,0.050697084917617236,0.5797101449275363,2.2096198277672756,0.027753280612220307,1.755080634587649
91,frozenset(['PLASTERS IN TIN SPACEBOY']),frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.09505703422053231,0.13561470215462612,0.05449936628643853,0.5733333333333334,4.227663551401869,0.04160823490291894,2.025903041825095
39,frozenset(['WOODLAND PARTY BAG + STICKER SET']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.08871989860583017,0.2623574144486692,0.050697084917617236,0.5714285714285714,2.178053830227743,0.02742076170924354,1.721166032953105
36,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'WOODLAND DESIGN  COTTON TOTE BAG'])",frozenset(['SAVE THE PLANET COTTON TOTE BAG']),0.046894803548795945,0.060836501901140684,0.026615969581749048,0.5675675675675675,9.329391891891891,0.023763053776499104,2.171815589353612
40,frozenset(['RED RETROSPOT MINI CASES']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.046894803548795945,0.2623574144486692,0.026615969581749048,0.5675675675675675,2.1633372502937718,0.014312770171608665,1.7057984790874523
63,frozenset(['RED STRIPE CERAMIC DRAWER KNOB']),frozenset(['RED SPOT CERAMIC DRAWER KNOB']),0.049429657794676805,0.043092522179974654,0.02788339670468948,0.5641025641025641,13.09049773755656,0.025753348079823813,2.19525833146947
89,frozenset(['WHITE SPOT RED CERAMIC DRAWER KNOB']),frozenset(['RED SPOT CERAMIC DRAWER KNOB']),0.051964512040557666,0.043092522179974654,0.029150823827629912,0.5609756097560976,13.01793400286944,0.02691154193995062,2.179622588367836
47,"frozenset(['PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.05449936628643853,0.2623574144486692,0.030418250950570342,0.5581395348837209,2.127401415571284,0.016119938122569358,1.6694016409845907
99,"frozenset(['PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['PLASTERS IN TIN CIRCUS PARADE']),0.05449936628643853,0.11787072243346007,0.030418250950570342,0.5581395348837209,4.735183795948988,0.023994371274222076,1.996397838703222
129,frozenset(['RED SPOTTY CUP']),frozenset(['RED SPOTTY BOWL']),0.057034220532319393,0.03929024081115336,0.031685678073510776,0.5555555555555556,14.13978494623656,0.02944478981431952,2.161596958174905
78,frozenset(['LUNCH BOX WITH CUTLERY RETROSPOT']),frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.06463878326996197,0.16983523447401774,0.035487959442332066,0.5490196078431373,3.232660228270413,0.02451001652956286,1.8408001322532652
70,"frozenset(['WOODLAND CHARLOTTE BAG', 'ROUND SNACK BOXES SET OF4 WOODLAND'])",frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.08365019011406843,0.16983523447401774,0.045627376425855515,0.5454545454545455,3.211668928086839,0.03142062677403654,1.8263624841571613
2,frozenset(['BIG DOUGHNUT FRIDGE MAGNETS']),frozenset(['STRAWBERRY CERAMIC TRINKET BOX']),0.058301647655259824,0.06463878326996197,0.031685678073510776,0.5434782608695653,8.407928388746805,0.02791713050644075,2.0488864747419884
80,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'PLASTERS IN TIN SPACEBOY'])",frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.046894803548795945,0.16983523447401774,0.025348542458808618,0.5405405405405406,3.18273497377975,0.01738415250248586,1.8068291955565499
11,frozenset(['PACK OF 20 NAPKINS RED APPLES']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.046894803548795945,0.2623574144486692,0.025348542458808618,0.5405405405405406,2.0603211907559733,0.013045343048668235,1.6054573920823083
121,frozenset(['RED RETROSPOT CUP']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.049429657794676805,0.2623574144486692,0.026615969581749048,0.5384615384615384,2.052396878483835,0.013647732365655132,1.5982256020278833
114,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF 4 FRUITS'])",frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),0.049429657794676805,0.13561470215462612,0.026615969581749048,0.5384615384615384,3.9705248023005026,0.01991258126231886,1.87283481199831
58,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.06844106463878327,0.2623574144486692,0.036755386565272496,0.537037037037037,2.0469672571121844,0.018799365804527075,1.5933079847908742
104,frozenset(['RED SPOTTY CUP']),frozenset(['RED SPOTTY PLATE']),0.057034220532319393,0.036755386565272496,0.030418250950570342,0.5333333333333333,14.510344827586207,0.02832193612745594,2.0640956002172732
